,Full,Ridge,Lasso-min,Lasso-1se,Lasso-refit,PCR
0,0.03666675455496983,0.027366891273990456,0.028712293666210167,0.03217856117708264,0.03135722090891443,0.028023270467987988
1,0.09541973135524026,0.042971013799087625,0.04484835063781863,0.041082264175426035,0.04433446989741805,0.05503635355206473
2,0.0506665889502698,0.037075007978105014,0.03697614039522904,0.03966102249404733,0.03688901786153537,0.0425435876530572
3,0.038383718672382626,0.036692576771415776,0.03559213302936751,0.03736830094134489,0.0422995100926848,0.042472678616189335
4,0.06041428308093233,0.03972675769998745,0.04721286722644689,0.03836577380329866,0.054209215998265385,0.037761948973652044
5,0.03887224318120944,0.030660143623926134,0.03025015267434821,0.033585662868028644,0.03121258616358772,0.03276828480712397
6,0.03973902818263669,0.03163509671163273,0.031224618810773902,0.031144756628510177,0.03291507175391405,0.038831203119851526
7,0.059595974282865276,0.037732269933610285,0.03897386205378835,0.03712910931857378,0.04409993942709831,0.04107417447468108
8,0.048260366895865804,0.03171964438383568,0.03374300018195324,0.03000181836366508,0.0330695836175879,0.03042425385935226
9,0.035046884013676574,0.03587988097433478,0.03815741492533751,0.04018660201738774,0.03989686796247855,0.04095151548303659
10,0.16635945501448154,0.058270142819293054,0.05658300953023553,0.041202321530609584,0.05371164448431094,0.07265779811466701
11,0.057391727373405754,0.03542204927661414,0.03494296405092816,0.03553146259965934,0.03559892004867287,0.04078450232664842
12,0.04678393740565157,0.03885816998193547,0.037436357830961275,0.03533697826745171,0.03651691861663792,0.04476298146550218
13,0.06639915875618745,0.03465880319215577,0.03315884669225375,0.03706660394266667,0.037747442447789575,0.03893115493598857
14,0.05390398590827288,0.03667203243581421,0.038008927509838905,0.04302111526750592,0.04183063560428955,0.037486607564242574
15,0.04895921678340892,0.039387722458374776,0.0345552249837693,0.03688509223267442,0.03646811683882619,0.03641565966874503
16,0.13809045818197907,0.03236973248911263,0.036965450361417955,0.030894613266865167,0.03407102402846426,0.13809045818198734
17,0.052134939608361804,0.021366065459650547,0.02249230990238932,0.021306647371621384,0.027341326370759197,0.04599506570843164
18,0.06823787116764428,0.03546440406931734,0.035578690364144516,0.035912938392421996,0.03635257808016907,0.03629667048156548
19,0.03983470876419973,0.04090442530503118,0.04316971350046466,0.04420926181109212,0.04714390394888164,0.03983470876419905
20,0.04810309213748393,0.029604726143880516,0.030309239882991737,0.02987483055980904,0.0360425538687217,0.03397491764403324
21,0.08017036765586152,0.039664359486061056,0.03944639091352634,0.0433873066391283,0.04075871240885657,0.04063862820581958
22,0.03902084479512469,0.029685578427802235,0.029598155337451595,0.03656465741711337,0.03774136516729485,0.030232787529293228
23,0.1389331182809953,0.06705263412195613,0.07882365779226871,0.035412525950338204,0.06374943396854225,0.08597595828465646
24,0.17575356730187935,0.03145936452635118,0.032591563422434085,0.031831367627055525,0.035916947086696106,0.03295132236764982
25,0.039453764241518474,0.028932245183144942,0.02688366431662985,0.02639064543446795,0.026870898934659534,0.03783755438003448
26,0.03213238649627111,0.02433334034228381,0.021876719229382963,0.030775620012085204,0.02984106569088193,0.024235028496920802
27,0.035841567141972425,0.023352644179349537,0.023690860545520283,0.028149301924712437,0.02658347063762779,0.028440136233237545
28,0.03737232890889651,0.021091458641623397,0.020049544642343025,0.023752173525841854,0.023939744694734002,0.024807534224295658
29,0.07816286918087471,0.02998301034710118,0.029813913508591486,0.03225271110767333,0.032503545647875144,0.03722251218813139
30,0.04645767343625641,0.022352502839491625,0.02293003836198525,0.02468956383128063,0.02397616332809355,0.036856488856084973
31,0.07633322236890852,0.027015046884372156,0.028326432800294104,0.031335154084646606,0.03256305849164453,0.03228314225242137
32,0.06267804557028779,0.041438357836539916,0.04141101736987858,0.03961760793045616,0.042594204716282974,0.022274006088227653
33,0.03924485164510041,0.031578004352864,0.03221915829770625,0.03271684626129479,0.035306489473035586,0.03539465273036239
34,0.08867249317088165,0.03739356311034746,0.03795561636757003,0.040450531532780436,0.03823092149029965,0.041161226069664804
35,0.09713166039893834,0.03377019584050872,0.03989991142820789,0.034182850559291815,0.05048123965821833,0.03374873952130928
36,0.04902650940890034,0.033898822703304236,0.033726569130338384,0.032273972449435334,0.034135051187848806,0.038350632285766004
37,0.04704405871499606,0.04201655738914218,0.04442256721245782,0.04491785726851276,0.04447362466837844,0.043239735894443784
38,0.044238491015552,0.043678859951462104,0.044570894919834826,0.046962164033803155,0.041488993401524246,0.04309722389831858
39,0.06264363674100287,0.045278969726855085,0.04454688588099932,0.04409611322699756,0.048217390056761,0.04927819230385092
40,0.05813231137872134,0.03466553448821819,0.0356755021912731,0.041405458857134876,0.0375397854763939,0.04802509425584314
41,0.036399350647828524,0.027648420699823418,0.028573492643719795,0.037186988700320944,0.034608765947801816,0.035746110499349136
42,0.03288599187988789,0.01988758627711745,0.019139104226538,0.025896214498027086,0.025968788768942083,0.021347775491574343
43,0.0720281041353486,0.02671035107201986,0.026616520796070492,0.024948049026663182,0.03620297733906296,0.024721744889383064
44,0.06424721552658805,0.05088234946362321,0.05427771068772349,0.05386733978944134,0.05311330350905053,0.05034726808008966
45,0.13090937927849583,0.040347466507193175,0.0384655356559015,0.033946718330702653,0.03900851851378132,0.03266088150215001
46,0.04219191529273063,0.033758227760573585,0.034381795804468436,0.03725099342532927,0.03649173893260155,0.030729694914498472
47,0.0659435769881545,0.044322246610118146,0.031812389180687045,0.032805786391474065,0.03337673609397776,0.04904466820274451
48,0.04636358893379286,0.03447344294639877,0.0329233988980075,0.026894140352399773,0.029015375108768737,0.030681408289227684
49,0.05320353266934418,0.04153535671161282,0.04398584623270005,0.03905755219691623,0.039598084371901564,0.03919826590965201
